Date,DTWEXBGS
2022-07-21,122.903200
2022-07-22,122.451000
2022-07-25,122.459400
2022-07-26,122.758100
2022-07-27,122.816900
2022-07-28,122.116100
2022-07-29,121.767800
2022-08-01,121.410900
2022-08-02,121.948600
2022-08-03,122.388800
2022-08-04,121.833300
2022-08-05,122.321000
2022-08-08,121.878300
2022-08-09,121.861400
2022-08-10,120.754300
2022-08-11,120.716300
2022-08-12,121.018000
2022-08-15,121.431500
2022-08-16,121.680700
2022-08-17,122.071100
2022-08-18,122.362700
2022-08-19,123.050100
2022-08-22,123.605000
2022-08-23,123.054700
2022-08-24,123.109000
2022-08-25,123.058600
2022-08-26,123.065600
2022-08-29,123.468600
2022-08-30,123.684800
2022-08-31,123.535000
2022-09-01,124.400600
2022-09-02,123.774300
2022-09-05,
2022-09-06,124.767000
2022-09-07,124.840800
2022-09-08,124.578000
2022-09-09,123.787400
2022-09-12,123.333200
2022-09-13,124.424200
2022-09-14,124.450900
2022-09-15,124.884300
2022-09-16,124.879400
2022-09-19,125.010400
2022-09-20,125.124800
2022-09-21,125.739900
2022-09-22,126.166700
2022-09-23,127.285300
2022-09-26,128.453900
2022-09-27,128.438600
2022-09-28,128.088400
2022-09-29,127.543700
2022-09-30,127.514800
2022-10-03,127.081300
2022-10-04,126.181900
2022-10-05,126.861600
2022-10-06,127.249300
2022-10-07,127.311100
2022-10-10,
2022-10-11,127.664100
2022-10-12,128.148100
2022-10-13,127.728600
2022-10-14,128.332500
2022-10-17,127.644800
2022-10-18,127.915300
2022-10-19,128.396800
2022-10-20,128.005200
2022-10-21,127.673500
2022-10-24,128.030400
2022-10-25,127.377100
2022-10-26,126.472300
2022-10-27,126.702800
2022-10-28,127.213500
2022-10-31,127.621900
2022-11-01,127.398700
2022-11-02,127.311500
2022-11-03,128.174300
2022-11-04,127.146800
2022-11-07,126.306200
2022-11-08,125.633000
2022-11-09,125.986100
2022-11-10,124.704400
2022-11-11,
2022-11-14,123.427700
2022-11-15,123.039000
2022-11-16,123.281700
2022-11-17,123.977000
2022-11-18,123.852400
2022-11-21,124.700900
2022-11-22,124.236500
2022-11-23,123.757400
2022-11-24,
2022-11-25,123.338600
2022-11-28,123.603200
2022-11-29,123.661500
2022-11-30,123.517500
2022-12-01,122.004500
2022-12-02,122.010200
2022-12-05,122.638400
2022-12-06,123.019100
2022-12-07,122.760800
2022-12-08,122.415200
2022-12-09,122.420100
2022-12-12,122.771400
2022-12-13,121.849300
2022-12-14,121.822600
2022-12-15,122.551900
2022-12-16,122.650500
2022-12-19,122.527500
2022-12-20,122.135700
2022-12-21,122.282800
2022-12-22,122.241900
2022-12-23,121.974300
2022-12-26,
2022-12-27,121.753900
2022-12-28,122.007500
2022-12-29,121.657700
2022-12-30,121.425600
