Date,BAMLH0A0HYM2
2023-11-06,4.000000
2023-11-07,4.080000
2023-11-08,4.080000
2023-11-09,4.040000
2023-11-10,4.030000
2023-11-13,4.030000
2023-11-14,3.920000
2023-11-15,3.890000
2023-11-16,4.020000
2023-11-17,3.990000
2023-11-20,3.920000
2023-11-21,3.950000
2023-11-22,3.900000
2023-11-23,3.900000
2023-11-24,3.850000
2023-11-27,3.890000
2023-11-28,3.900000
2023-11-29,3.800000
2023-11-30,3.840000
2023-12-01,3.870000
2023-12-04,3.800000
2023-12-05,3.800000
2023-12-06,3.790000
2023-12-07,3.770000
2023-12-08,3.750000
2023-12-11,3.790000
2023-12-12,3.760000
2023-12-13,3.790000
2023-12-14,3.470000
2023-12-15,3.510000
2023-12-18,3.510000
2023-12-19,3.460000
2023-12-20,3.430000
2023-12-21,3.410000
2023-12-22,3.390000
2023-12-25,
2023-12-26,3.370000
2023-12-27,3.340000
2023-12-28,3.320000
2023-12-29,3.340000
2023-12-31,3.390000
