Date,BAMLH0A0HYM2
2024-05-16,3.080000
2024-05-17,3.090000
2024-05-20,3.070000
2024-05-21,3.070000
2024-05-22,3.110000
2024-05-23,3.100000
2024-05-24,3.110000
2024-05-27,3.120000
2024-05-28,3.090000
2024-05-29,3.150000
2024-05-30,3.190000
2024-05-31,3.200000
2024-06-03,3.170000
2024-06-04,3.220000
2024-06-05,3.200000
2024-06-06,3.200000
2024-06-07,3.150000
2024-06-10,3.150000
2024-06-11,3.190000
2024-06-12,3.090000
2024-06-13,3.200000
2024-06-14,3.290000
2024-06-17,3.260000
2024-06-18,3.240000
2024-06-19,3.240000
2024-06-20,3.230000
2024-06-21,3.210000
2024-06-24,3.190000
2024-06-25,3.190000
2024-06-26,3.180000
2024-06-27,3.210000
2024-06-28,3.180000
2024-06-30,3.210000
2024-07-01,3.210000
2024-07-02,3.230000
2024-07-03,3.250000
2024-07-04,3.250000
2024-07-05,3.270000
2024-07-08,3.200000
2024-07-09,3.210000
2024-07-10,3.170000
2024-07-11,3.180000
2024-07-12,3.190000
2024-07-15,3.130000
2024-07-16,3.080000
2024-07-17,3.090000
2024-07-18,3.090000
2024-07-19,3.090000
2024-07-22,3.050000
2024-07-23,3.020000
2024-07-24,3.100000
2024-07-25,3.080000
2024-07-26,3.100000
2024-07-29,3.130000
2024-07-30,3.200000
2024-07-31,3.250000
2024-08-01,3.350000
2024-08-02,3.720000
2024-08-05,3.930000
2024-08-06,3.670000
2024-08-07,3.570000
2024-08-08,3.480000
2024-08-09,3.490000
2024-08-12,3.520000
2024-08-13,3.540000
2024-08-14,3.460000
2024-08-15,3.310000
2024-08-16,3.290000
2024-08-19,3.210000
2024-08-20,3.250000
2024-08-21,3.270000
2024-08-22,3.210000
2024-08-23,3.190000
2024-08-26,3.150000
2024-08-27,3.170000
2024-08-28,3.190000
2024-08-29,3.150000
2024-08-30,3.130000
2024-08-31,3.170000
2024-09-02,3.170000
2024-09-03,3.310000
2024-09-04,3.350000
2024-09-05,3.290000
2024-09-06,3.390000
2024-09-09,3.360000
2024-09-10,3.460000
2024-09-11,3.440000
2024-09-12,3.390000
2024-09-13,3.370000
2024-09-16,3.320000
2024-09-17,3.250000
2024-09-18,3.210000
2024-09-19,3.100000
2024-09-20,3.150000
2024-09-23,3.150000
2024-09-24,3.210000
2024-09-25,3.190000
2024-09-26,3.140000
2024-09-27,3.140000
2024-09-30,3.030000
2024-10-01,3.070000
2024-10-02,3.060000
2024-10-03,3.040000
2024-10-04,2.890000
2024-10-07,2.950000
2024-10-08,2.990000
2024-10-09,2.940000
2024-10-10,2.990000
2024-10-11,2.980000
2024-10-14,2.970000
2024-10-15,2.930000
2024-10-16,2.900000
2024-10-17,2.890000
2024-10-18,2.880000
2024-10-21,2.880000
2024-10-22,2.920000
2024-10-23,2.950000
2024-10-24,2.930000
2024-10-25,2.890000
2024-10-28,2.820000
2024-10-29,2.850000
2024-10-30,2.800000
2024-10-31,2.880000
2024-11-01,2.830000
2024-11-04,2.870000
2024-11-05,2.860000
2024-11-06,2.740000
2024-11-07,2.730000
2024-11-08,2.630000
2024-11-11,2.630000
2024-11-12,2.610000
2024-11-13,2.640000
2024-11-14,2.600000
2024-11-15,2.720000
2024-11-18,2.720000
2024-11-19,2.690000
2024-11-20,2.670000
2024-11-21,2.610000
2024-11-22,2.610000
2024-11-25,2.640000
2024-11-26,2.680000
2024-11-27,2.690000
2024-11-28,2.690000
2024-11-29,2.720000
2024-11-30,2.740000
2024-12-02,2.680000
2024-12-03,2.660000
2024-12-04,2.660000
2024-12-05,2.660000
2024-12-06,2.670000
2024-12-09,2.670000
2024-12-10,2.670000
2024-12-11,2.640000
2024-12-12,2.660000
2024-12-13,2.680000
2024-12-16,2.690000
2024-12-17,2.750000
2024-12-18,2.730000
2024-12-19,2.910000
2024-12-20,2.860000
2024-12-23,2.850000
2024-12-24,2.860000
2024-12-25,
2024-12-26,2.860000
2024-12-27,2.840000
2024-12-30,2.940000
2024-12-31,2.920000
