Date,BAMLH0A0HYM2
2025-06-27,3.020000
2025-06-30,2.960000
2025-07-01,2.910000
2025-07-02,2.880000
2025-07-03,2.800000
2025-07-04,2.800000
2025-07-07,2.860000
2025-07-08,2.920000
2025-07-09,2.940000
2025-07-10,2.920000
2025-07-11,2.970000
2025-07-14,2.950000
2025-07-15,2.950000
2025-07-16,3.000000
2025-07-17,2.910000
2025-07-18,2.930000
2025-07-21,2.890000
2025-07-22,2.900000
2025-07-23,2.830000
2025-07-24,2.820000
2025-07-25,2.840000
2025-07-28,2.820000
2025-07-29,2.860000
2025-07-30,2.890000
2025-07-31,2.860000
2025-08-01,3.130000
2025-08-04,3.020000
2025-08-05,2.980000
2025-08-06,2.980000
2025-08-07,2.950000
2025-08-08,2.940000
2025-08-11,2.940000
2025-08-12,2.930000
2025-08-13,2.900000
2025-08-14,2.890000
2025-08-15,2.880000
2025-08-18,2.880000
2025-08-19,2.900000
2025-08-20,2.940000
2025-08-21,2.950000
2025-08-22,2.880000
2025-08-25,2.800000
2025-08-26,2.780000
2025-08-27,2.780000
2025-08-28,2.750000
2025-08-29,2.820000
2025-08-31,2.840000
2025-09-01,2.840000
2025-09-02,2.920000
2025-09-03,2.880000
2025-09-04,2.840000
2025-09-05,2.830000
2025-09-08,2.840000
2025-09-09,2.870000
2025-09-10,2.840000
2025-09-11,2.780000
2025-09-12,2.790000
2025-09-15,2.750000
2025-09-16,2.790000
2025-09-17,2.790000
2025-09-18,2.710000
2025-09-19,2.720000
2025-09-22,2.690000
2025-09-23,2.710000
2025-09-24,2.700000
2025-09-25,2.760000
2025-09-26,2.750000
2025-09-29,2.740000
2025-09-30,2.800000
2025-10-01,2.810000
2025-10-02,2.810000
2025-10-03,2.800000
2025-10-06,2.760000
2025-10-07,2.820000
2025-10-08,2.840000
2025-10-09,2.950000
2025-10-10,3.180000
2025-10-13,3.180000
2025-10-14,3.110000
2025-10-15,2.950000
2025-10-16,3.040000
2025-10-17,3.040000
2025-10-20,2.990000
2025-10-21,2.970000
2025-10-22,3.010000
2025-10-23,2.960000
2025-10-24,2.880000
2025-10-27,2.800000
2025-10-28,2.820000
2025-10-29,2.760000
2025-10-30,2.850000
2025-10-31,2.940000
2025-11-03,3.040000
2025-11-04,3.130000
2025-11-05,3.050000
2025-11-06,3.130000
2025-11-07,3.150000
2025-11-10,3.020000
2025-11-11,3.020000
2025-11-12,3.020000
2025-11-13,3.090000
2025-11-14,3.070000
2025-11-17,3.130000
2025-11-18,3.200000
2025-11-19,3.170000
2025-11-20,3.170000
2025-11-21,3.190000
2025-11-24,3.150000
2025-11-25,3.100000
2025-11-26,3.000000
2025-11-27,3.000000
2025-11-28,2.950000
2025-11-30,2.920000
2025-12-01,2.940000
2025-12-02,2.920000
2025-12-03,2.890000
2025-12-04,2.880000
2025-12-05,2.850000
2025-12-08,2.890000
2025-12-09,2.890000
2025-12-10,2.910000
2025-12-11,2.880000
2025-12-12,2.910000
2025-12-15,2.910000
2025-12-16,2.980000
2025-12-17,2.990000
2025-12-18,2.950000
2025-12-19,2.900000
2025-12-22,2.880000
2025-12-23,2.830000
2025-12-24,2.840000
2025-12-25,2.860000
2025-12-26,2.860000
2025-12-29,2.870000
2025-12-30,2.840000
2025-12-31,2.810000
